"id","team","year","wins","losses","sos","winstreak","playoffs","playoffNum","oPts","oYds","oPly","oYpp","oFD","oPaCmp","oPaAtt","oPaYds","oPaTD","oPaInt","oPaYpa","oPaFD","oRuAtt","oRuYds","oRuTD","oRuYpa","oRuFD","oTO","dPts","dYds","dPly","dYpp","dFD","dPaCmp","dPaAtt","dPaYds","dPaTD","dPaInt","dPaYpa","dPaFD","dRuAtt","dRuYds","dRuTD","dRuYpa","dRuFD","dTO","oPtsRk","oYdsRk","oFDRk","oPaAttRk","oPaYdsRk","oPaTDRk","oPaIntRk","oPaYpaRk","oRuAttRk","oRuYdsRk","oRuTDRk","oRuYpaRk","oTORk","dPtsRk","dYdsRk","dFDRk","dPaAttRk","dPaYdsRk","dPaTDRk","dPaIntRk","dPaYpaRk","dRuAttRk","dRuYdsRk","dRuTDRk","dRuYpaRk","dTORk","scaleid","scaleteam","scaleyear","scalewins","scalelosses","scalesos","scalewinstreak","scaleplayoffs","scaleoPts","scaleoYds","scaleoPly","scaleoYpp","scaleoFD","scaleoPaCmp","scaleoPaAtt","scaleoPaYds","scaleoPaTD","scaleoPaInt","scaleoPaYpa","scaleoPaFD","scaleoRuAtt","scaleoRuYds","scaleoRuTD","scaleoRuYpa","scaleoRuFD","scaleoTO","scaledPts","scaledYds","scaledPly","scaledYpp","scaledFD","scaledPaCmp","scaledPaAtt","scaledPaYds","scaledPaTD","scaledPaInt","scaledPaYpa","scaledPaFD","scaledRuAtt","scaledRuYds","scaledRuTD","scaledRuYpa","scaledRuFD","scaledTO","scaleoPtsRk","scaleoYdsRk","scaleoFDRk","scaleoPaAttRk","scaleoPaYdsRk","scaleoPaTDRk","scaleoPaIntRk","scaleoPaYpaRk","scaleoRuAttRk","scaleoRuYdsRk","scaleoRuTDRk","scaleoRuYpaRk","scaleoTORk","scaledPtsRk","scaledYdsRk","scaledFDRk","scaledPaAttRk","scaledPaYdsRk","scaledPaTDRk","scaledPaIntRk","scaledPaYpaRk","scaledRuAttRk","scaledRuYdsRk","scaledRuTDRk","scaledRuYpaRk","scaledTORk"
"3238","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3239","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3240","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3241","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3242","min","1970","12","2","1.4","3","Division","2","335","3815","881","4.3","225","173","344","2181","12","15","5.8","111","508","1634","16","3.2","98","31","143","2803","814","3.4","168","195","367","1438","6","28","3.5","89","398","1365","4","3.4","68","44","3","19","15","19","14","19","7","8","3","14","3","24","11","1","1","1","10","1","1","2","1","5","5","1","5","1","72",NULL,"0","100","0","67.544","43",NULL,"92","54","73","47.368","51","27","30","45","24","23","55.263","39","93","47","87","6.25","64","28","0","0","36","0","0","47","39","0","0","87","0","0","26","23","0","21.429","11","100","8","72","56","72","52","72","24","28","8","52","8","92","40","0","0","0","36","0","0","4","0","16","16","0","16","0"
"3243","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3244","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3245","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3246","min","1970","12","2","1.4","3","Division","2","335","3815","881","4.3","225","173","344","2181","12","15","5.8","111","508","1634","16","3.2","98","31","143","2803","814","3.4","168","195","367","1438","6","28","3.5","89","398","1365","4","3.4","68","44","3","19","15","19","14","19","7","8","3","14","3","24","11","1","1","1","10","1","1","2","1","5","5","1","5","1","72",NULL,"0","100","0","67.544","43",NULL,"92","54","73","47.368","51","27","30","45","24","23","55.263","39","93","47","87","6.25","64","28","0","0","36","0","0","47","39","0","0","87","0","0","26","23","0","21.429","11","100","8","72","56","72","52","72","24","28","8","52","8","92","40","0","0","0","36","0","0","4","0","16","16","0","16","0"
"3247","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"3248","cin","1970","8","6","-3.5","7","Division","2","312","3927","831","4.7","210","172","339","1870","12","11","5.1","97","461","2057","16","4.5","100","23","255","4178","874","4.8","236","209","428","2635","18","23","5.8","131","418","1543","11","3.7","87","39","7","16","18","22","21","19","3","19","10","4","3","3","1","9","20","20","24","25","16","6","19","9","9","14","11","5","20",NULL,"0","60","40","24.561","100",NULL,"80","59","41","68.421","34","26","28","21","24","5","36.842","17","68","81","87","87.5","67","0","51","64","74","70","69","64","83","74","63","65","65.714","69","40","42","44","42.857","41","75","24","60","68","84","80","72","8","72","36","12","8","8","0","32","76","76","92","96","60","20","72","32","32","52","40","16"
"3249","min","1970","12","2","1.4","3","Division","2","335","3815","881","4.3","225","173","344","2181","12","15","5.8","111","508","1634","16","3.2","98","31","143","2803","814","3.4","168","195","367","1438","6","28","3.5","89","398","1365","4","3.4","68","44","3","19","15","19","14","19","7","8","3","14","3","24","11","1","1","1","10","1","1","2","1","5","5","1","5","1","72",NULL,"0","100","0","67.544","43",NULL,"92","54","73","47.368","51","27","30","45","24","23","55.263","39","93","47","87","6.25","64","28","0","0","36","0","0","47","39","0","0","87","0","0","26","23","0","21.429","11","100","8","72","56","72","52","72","24","28","8","52","8","92","40","0","0","0","36","0","0","4","0","16","16","0","16","0"
"3318","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3319","kan","1971","10","3","-1.7","3","Division","2","302","4190","859","4.9","240","183","337","2347","15","13","6.3","119","487","1843","14","3.8","108","26","208","3768","813","4.6","223","209","418","2468","11","27","5.5","125","367","1300","9","3.5","73","33","8","9","8","18","7","10","4","7","8","12","9","18","4","5","7","10","25","24","5","3","11","3","3","7","7","16","36",NULL,"0","90","0","25","43",NULL,"53","52","66","58.824","53","43","40","55","47","11","75","65","79","56","42","36.842","63","11","27","52","44","47.059","54","69","97","74","13","89","54.167","84","7","14","30","17.647","17","38","28","32","28","68","24","36","12","24","28","44","35","68","12","16","24","36","96","92","16","8","40","8","8","24","24","60"
"3320","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3321","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3322","kan","1971","10","3","-1.7","3","Division","2","302","4190","859","4.9","240","183","337","2347","15","13","6.3","119","487","1843","14","3.8","108","26","208","3768","813","4.6","223","209","418","2468","11","27","5.5","125","367","1300","9","3.5","73","33","8","9","8","18","7","10","4","7","8","12","9","18","4","5","7","10","25","24","5","3","11","3","3","7","7","16","36",NULL,"0","90","0","25","43",NULL,"53","52","66","58.824","53","43","40","55","47","11","75","65","79","56","42","36.842","63","11","27","52","44","47.059","54","69","97","74","13","89","54.167","84","7","14","30","17.647","17","38","28","32","28","68","24","36","12","24","28","44","35","68","12","16","24","36","96","92","16","8","40","8","8","24","24","60"
"3323","min","1971","11","3","-1.1","2","Division","2","245","3350","846","4","198","157","334","1655","9","18","4.6","95","484","1695","14","3.5","89","30","139","3406","879","3.9","194","206","405","1806","10","27","4.2","88","447","1600","2","3.6","88","45","18","23","23","19","25","25","11","23","11","17","9","22","7","1","2","2","21","3","3","3","1","11","6","1","8","3","72",NULL,"0","100","0","34.375","29",NULL,"27","5","56","5.882","13","26","38","16","7","30","21.875","35","77","45","42","21.053","37","25","0","31","87","5.882","26","66","86","15","6","89","0","0","45","35","0","23.529","35","79","68","88","88","72","96","96","40","88","40","64","35","84","24","0","4","4","80","8","8","8","0","40","20","0","28","8"
"3324","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3325","kan","1971","10","3","-1.7","3","Division","2","302","4190","859","4.9","240","183","337","2347","15","13","6.3","119","487","1843","14","3.8","108","26","208","3768","813","4.6","223","209","418","2468","11","27","5.5","125","367","1300","9","3.5","73","33","8","9","8","18","7","10","4","7","8","12","9","18","4","5","7","10","25","24","5","3","11","3","3","7","7","16","36",NULL,"0","90","0","25","43",NULL,"53","52","66","58.824","53","43","40","55","47","11","75","65","79","56","42","36.842","63","11","27","52","44","47.059","54","69","97","74","13","89","54.167","84","7","14","30","17.647","17","38","28","32","28","68","24","36","12","24","28","44","35","68","12","16","24","36","96","92","16","8","40","8","8","24","24","60"
"3326","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3327","min","1971","11","3","-1.1","2","Division","2","245","3350","846","4","198","157","334","1655","9","18","4.6","95","484","1695","14","3.5","89","30","139","3406","879","3.9","194","206","405","1806","10","27","4.2","88","447","1600","2","3.6","88","45","18","23","23","19","25","25","11","23","11","17","9","22","7","1","2","2","21","3","3","3","1","11","6","1","8","3","72",NULL,"0","100","0","34.375","29",NULL,"27","5","56","5.882","13","26","38","16","7","30","21.875","35","77","45","42","21.053","37","25","0","31","87","5.882","26","66","86","15","6","89","0","0","45","35","0","23.529","35","79","68","88","88","72","96","96","40","88","40","64","35","84","24","0","4","4","80","8","8","8","0","40","20","0","28","8"
"3328","kan","1971","10","3","-1.7","3","Division","2","302","4190","859","4.9","240","183","337","2347","15","13","6.3","119","487","1843","14","3.8","108","26","208","3768","813","4.6","223","209","418","2468","11","27","5.5","125","367","1300","9","3.5","73","33","8","9","8","18","7","10","4","7","8","12","9","18","4","5","7","10","25","24","5","3","11","3","3","7","7","16","36",NULL,"0","90","0","25","43",NULL,"53","52","66","58.824","53","43","40","55","47","11","75","65","79","56","42","36.842","63","11","27","52","44","47.059","54","69","97","74","13","89","54.167","84","7","14","30","17.647","17","38","28","32","28","68","24","36","12","24","28","44","35","68","12","16","24","36","96","92","16","8","40","8","8","24","24","60"
"3329","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3330","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3331","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"3400","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3401","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3402","gnb","1972","10","4","1.5","3","Division","2","304","3539","798","4.4","195","101","237","1412","7","9","5.6","72","544","2127","17","3.9","109","19","226","3474","812","4.3","209","174","340","1957","7","17","5.3","109","443","1517","14","3.4","85","36","11","22","23","25","25","26","1","15","2","7","6","19","1","4","2","4","11","8","1","16","11","9","2","15","1","7","72",NULL,"0","69","31","80.556","21",NULL,"66","19","27","26.316","12","15","13","18","0","0","44.444","23","75","52","63","29.412","40","0","20","9","25","5.882","23","48","35","28","0","50","27.586","48","34","0","38","0","13","54","40","84","88","96","96","100","0","56","4","24","20","72","0","12","4","12","40","28","0","60","40","33","4","56","0","24"
"3403","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3404","gnb","1972","10","4","1.5","3","Division","2","304","3539","798","4.4","195","101","237","1412","7","9","5.6","72","544","2127","17","3.9","109","19","226","3474","812","4.3","209","174","340","1957","7","17","5.3","109","443","1517","14","3.4","85","36","11","22","23","25","25","26","1","15","2","7","6","19","1","4","2","4","11","8","1","16","11","9","2","15","1","7","72",NULL,"0","69","31","80.556","21",NULL,"66","19","27","26.316","12","15","13","18","0","0","44.444","23","75","52","63","29.412","40","0","20","9","25","5.882","23","48","35","28","0","50","27.586","48","34","0","38","0","13","54","40","84","88","96","96","100","0","56","4","24","20","72","0","12","4","12","40","28","0","60","40","33","4","56","0","24"
"3405","rai","1972","10","3","-0.3","6","Division","2","365","4745","915","5.2","297","198","370","2369","23","15","6","122","521","2376","20","4.6","145","32","248","3916","844","4.6","227","166","348","2152","14","25","5.7","104","469","1764","9","3.8","97","37","3","3","1","13","7","2","8","9","5","3","3","4","11","8","12","11","13","13","9","4","14","14","10","4","4","6","36",NULL,"0","69","23","55.556","43",NULL,"92","84","100","68.421","100","79","68","76","80","32","55.556","87","67","66","75","70.588","75","45","28","32","45","23.529","40","39","43","48","41","86","41.379","39","50","21","14","25","30","58","8","8","0","48","24","4","29","32","16","8","8","12","40","28","44","40","48","48","32","12","52","54","36","12","12","20"
"3406","gnb","1972","10","4","1.5","3","Division","2","304","3539","798","4.4","195","101","237","1412","7","9","5.6","72","544","2127","17","3.9","109","19","226","3474","812","4.3","209","174","340","1957","7","17","5.3","109","443","1517","14","3.4","85","36","11","22","23","25","25","26","1","15","2","7","6","19","1","4","2","4","11","8","1","16","11","9","2","15","1","7","72",NULL,"0","69","31","80.556","21",NULL,"66","19","27","26.316","12","15","13","18","0","0","44.444","23","75","52","63","29.412","40","0","20","9","25","5.882","23","48","35","28","0","50","27.586","48","34","0","38","0","13","54","40","84","88","96","96","100","0","56","4","24","20","72","0","12","4","12","40","28","0","60","40","33","4","56","0","24"
"3407","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3408","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3409","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3410","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3411","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3412","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
